instant,dteday,seasons,yr,mnth,holiday_num,weekday_num,weekday_cat,workingday_num,weathersit,atemp,hum,windspeed,casual,registered
579,2019-08-02,summer,1,8,0,4,friday,1,1,35.3544,65.9583,8.666718,983,6278
580,2019-08-03,summer,1,8,0,5,saturday,0,2,36.14335,64.25,14.458064,1328,5847
581,2019-08-04,summer,1,8,0,6,sunday,0,1,37.56335,61.3333,17.249686,717,4479
582,2019-08-05,summer,1,8,0,0,monday,1,1,36.55395,65.25,19.458207,1707,3757
583,2019-08-06,summer,1,8,0,1,tuesday,1,2,35.5123,65.4167,8.666718,1233,5780
584,2019-08-07,summer,1,8,0,2,wednesday,1,2,34.88105,70.375,7.832836,1278,5995
585,2019-08-08,summer,1,8,0,3,thursday,1,2,35.38585,67.2917,7.4169,1263,6271
586,2019-08-09,summer,1,8,0,4,friday,1,1,34.9754,62.0417,10.4587,1196,6090
587,2019-08-10,summer,1,8,0,5,saturday,0,2,33.3971,71.5833,16.000471,1065,4721
588,2019-08-11,summer,1,8,0,6,sunday,0,2,31.91335,73.2917,13.834093,2247,4052
589,2019-08-12,summer,1,8,0,0,monday,1,1,32.22895,53.0417,8.208304,2182,4362
590,2019-08-13,summer,1,8,0,1,tuesday,1,1,33.1127,54.5417,9.126204,1207,5676
591,2019-08-14,summer,1,8,0,2,wednesday,1,1,33.83895,68.6667,11.333586,1128,5656
592,2019-08-15,summer,1,8,0,3,thursday,1,1,32.70185,61.9583,11.374657,1198,6149
593,2019-08-16,summer,1,8,0,4,friday,1,1,32.7344,51.9167,9.500332,1338,6267
594,2019-08-17,summer,1,8,0,5,saturday,0,1,12.12,57.0833,15.500718,1483,5665
595,2019-08-18,summer,1,8,0,6,sunday,0,1,30.90355,60.3333,11.917089,717,5038
596,2019-08-19,summer,1,8,0,0,monday,1,2,30.1777,71.1667,5.79215,1208,3341
597,2019-08-20,summer,1,8,0,1,tuesday,1,2,29.79835,73.4167,8.708593,1026,5504
598,2019-08-21,summer,1,8,0,2,wednesday,1,1,30.05125,67.375,4.8756436,1081,5925
599,2019-08-22,summer,1,8,0,3,thursday,1,1,31.0927,67.7083,4.7089811,1094,6281
600,2019-08-23,summer,1,8,0,4,friday,1,1,31.8504,63.5833,5.6679186,1363,6402
601,2019-08-24,summer,1,8,0,5,saturday,0,2,32.355,61.5,4.8337686,1325,6257
602,2019-08-25,summer,1,8,0,6,sunday,0,2,30.9348,71.2917,16.375336,1829,4224
603,2019-08-26,summer,1,8,0,0,monday,1,2,29.7998,84.5833,15.333486,1483,3772
604,2019-08-27,summer,1,8,0,1,tuesday,1,1,32.7344,73.0417,8.625111,989,5928
605,2019-08-28,summer,1,8,0,2,wednesday,1,1,33.3025,62.0,12.791975,935,6105
606,2019-08-29,summer,1,8,0,3,thursday,1,1,31.78665,55.2083,7.541654,1177,6520
607,2019-08-30,summer,1,8,0,4,friday,1,1,32.63895,59.0417,5.1668189,1172,6541
608,2019-08-31,summer,1,8,0,5,saturday,0,1,34.47,58.75,11.291711,1433,5917
609,2019-09-01,summer,1,9,0,6,sunday,0,2,35.1327,63.8333,7.583529,717,3788
610,2019-09-02,summer,1,9,0,0,monday,1,2,32.45,81.5,4.2927436,717,3197
611,2019-09-03,summer,1,9,0,1,tuesday,1,1,33.08145,79.0833,10.125107,1965,4069
612,2019-09-04,summer,1,9,1,2,wednesday,0,1,34.3444,75.5,15.833507,867,5997
613,2019-09-05,summer,1,9,0,3,thursday,1,1,35.44915,74.125,12.583136,832,6280
614,2019-09-06,summer,1,9,0,4,friday,1,2,32.76645,81.0417,9.542207,611,5592
615,2019-09-07,summer,1,9,0,5,saturday,0,1,32.8602,73.625,11.500282,1045,6459
616,2019-09-08,summer,1,9,0,6,sunday,0,2,30.55605,79.9167,18.833968,1557,4419
617,2019-09-09,summer,1,9,0,0,monday,1,1,28.94625,54.75,15.041232,717,5657
618,2019-09-10,summer,1,9,0,1,tuesday,1,1,28.2827,50.375,17.333771,1118,6407
619,2019-09-11,summer,1,9,0,2,wednesday,1,1,27.7146,52.0,6.1676314,1070,6697
620,2019-09-12,summer,1,9,0,3,thursday,1,1,28.50375,57.7083,8.833682,1050,6820
621,2019-09-13,summer,1,9,0,4,friday,1,1,28.9779,63.7083,5.5422936,1054,6750
622,2019-09-14,summer,1,9,0,5,saturday,0,1,29.70415,67.25,6.958821,1379,6630
623,2019-09-15,summer,1,9,0,6,sunday,0,1,29.29335,50.1667,16.583907,717,5554
624,2019-09-16,summer,1,9,0,0,monday,1,1,28.15625,57.0,6.0422811,2166,5167
625,2019-09-17,summer,1,9,0,1,tuesday,1,2,27.6525,73.4583,10.166714,1022,5847
626,2019-09-18,summer,1,9,0,2,wednesday,1,2,28.25335,87.25,23.958329,371,3702
627,2019-09-19,summer,1,9,0,3,thursday,1,1,27.0202,53.6667,14.416725,788,6803
628,2019-09-20,summer,1,9,0,4,friday,1,1,26.6096,61.8333,7.917189,939,6781
629,2019-09-21,summer,1,9,0,5,saturday,0,1,28.59855,66.875,10.333343,1250,6917
630,2019-09-22,summer,1,9,0,6,sunday,0,1,30.5244,64.6667,19.000061,717,5883
631,2019-09-23,autumn,1,9,0,0,monday,1,1,25.94665,46.7083,14.958286,717,5453
632,2019-09-24,autumn,1,9,0,1,tuesday,1,1,25.12565,49.2917,9.541068,1001,6435
633,2019-09-25,autumn,1,9,0,2,wednesday,1,1,27.20895,57.0,15.833507,845,6693
634,2019-09-26,autumn,1,9,0,3,thursday,1,1,29.83065,63.0833,16.3748,787,6946
635,2019-09-27,autumn,1,9,0,4,friday,1,2,30.39875,69.0833,9.000914,751,6642
636,2019-09-28,autumn,1,9,0,5,saturday,0,2,29.29315,69.0,10.999993,1045,6370
637,2019-09-29,autumn,1,9,0,6,sunday,0,1,26.5148,54.2917,15.249468,717,5966
638,2019-09-30,autumn,1,9,0,0,monday,1,1,25.88315,58.3333,9.042186,2015,4874
639,2019-10-01,autumn,1,10,0,1,tuesday,1,2,25.6,64.9167,6.0838814,763,6015
640,2019-10-02,autumn,1,10,0,2,wednesday,1,3,27.11665,87.1667,6.999825,315,4324
641,2019-10-03,autumn,1,10,0,3,thursday,1,2,29.95665,79.375,4.4585686,728,6844
642,2019-10-04,autumn,1,10,0,4,friday,1,2,30.39875,72.2917,7.875582,891,6437
643,2019-10-05,autumn,1,10,0,5,saturday,0,1,29.00935,62.75,7.12545,1516,6640
644,2019-10-06,autumn,1,10,0,6,sunday,0,1,26.92605,66.4167,17.957675,717,4934
645,2019-10-07,autumn,1,10,0,0,monday,1,2,20.99065,70.8333,9.457854,781,2729
646,2019-10-08,autumn,1,10,0,1,tuesday,1,2,19.3804,70.9583,12.708493,874,4604
647,2019-10-09,autumn,1,10,0,2,wednesday,1,2,21.9056,76.1667,12.7501,601,5791
648,2019-10-10,autumn,1,10,0,3,thursday,1,1,25.1571,63.0833,12.584007,780,6911
649,2019-10-11,autumn,1,10,0,4,friday,1,1,21.55835,46.3333,12.166932,834,6736
650,2019-10-12,autumn,1,10,0,5,saturday,0,1,21.65355,53.9167,15.751164,1060,6222
651,2019-10-13,autumn,1,10,0,6,sunday,0,1,19.5698,49.4583,9.791514,2252,4857
652,2019-10-14,autumn,1,10,0,0,monday,1,1,25.4102,64.0417,18.667004,2080,4559
653,2019-10-15,autumn,1,10,0,1,tuesday,1,2,26.9575,70.75,19.834479,760,5115
654,2019-10-16,autumn,1,10,0,2,wednesday,1,1,23.0423,55.8333,12.208807,922,6612
655,2019-10-17,autumn,1,10,0,3,thursday,1,1,22.5054,69.2917,6.791857,979,6482
656,2019-10-18,autumn,1,10,0,4,friday,1,2,25.63125,72.8333,15.874779,1008,6501
657,2019-10-19,autumn,1,10,0,5,saturday,0,2,26.8948,81.5,9.041918,753,4671
658,2019-10-20,autumn,1,10,0,6,sunday,0,1,23.6421,57.2917,7.874979,717,5284
659,2019-10-21,autumn,1,10,0,0,monday,1,1,22.82145,51.0,11.125618,2132,4692
660,2019-10-22,autumn,1,10,0,1,tuesday,1,1,24.1471,56.8333,5.4593811,830,6228
661,2019-10-23,autumn,1,10,0,2,wednesday,1,1,26.5152,64.1667,6.3345686,841,6625
662,2019-10-24,autumn,1,10,0,3,thursday,1,1,27.93605,63.625,4.8762064,795,6898
663,2019-10-25,autumn,1,10,0,4,friday,1,2,26.4844,80.0417,8.333125,875,6484
664,2019-10-26,autumn,1,10,0,5,saturday,0,2,26.1375,80.7083,8.875289,1182,6262
665,2019-10-27,autumn,1,10,0,6,sunday,0,2,25.75665,72.0,15.791364,717,5209
666,2019-10-28,autumn,1,10,0,0,monday,1,2,23.38855,69.4583,12.125325,998,3461
667,2019-10-29,autumn,1,10,0,1,tuesday,1,3,21.97,88.0,23.9994,2,20
668,2019-10-30,autumn,1,10,0,2,wednesday,1,2,15.49545,82.5455,14.271603,87,1009
669,2019-10-31,autumn,1,10,0,3,thursday,1,2,18.055,66.6667,11.166689,419,5147
670,2019-11-01,autumn,1,11,0,4,friday,1,2,18.4971,58.1667,10.542182,466,5520
671,2019-11-02,autumn,1,11,0,5,saturday,0,1,17.8021,52.2083,17.833725,618,5229
672,2019-11-03,autumn,1,11,0,6,sunday,0,2,16.1923,49.125,18.125443,1029,4109
673,2019-11-04,autumn,1,11,0,0,monday,1,1,16.4769,53.2917,12.000236,1201,3906
674,2019-11-05,autumn,1,11,0,1,tuesday,1,1,15.40375,49.4167,15.833775,378,4881
675,2019-11-06,autumn,1,11,0,2,wednesday,1,1,14.07835,56.7083,11.625371,466,5220
676,2019-11-07,autumn,1,11,0,3,thursday,1,2,13.73105,54.75,20.375236,326,4709
677,2019-11-08,autumn,1,11,0,4,friday,1,1,17.09455,33.3478,23.304945,340,4975
678,2019-11-09,autumn,1,11,0,5,saturday,0,1,17.77065,54.0833,14.375386,709,5283
679,2019-11-10,autumn,1,11,1,6,sunday,0,1,19.69685,64.5417,3.8756686,2090,4446
680,2019-11-11,autumn,1,11,0,0,monday,1,1,21.08565,65.9167,8.5425,717,4562
681,2019-11-12,autumn,1,11,0,1,tuesday,1,1,23.76915,74.1667,11.625639,1097,5172
682,2019-11-13,autumn,1,11,0,2,wednesday,1,2,16.16125,66.2917,22.917082,327,3767
683,2019-11-14,autumn,1,11,0,3,thursday,1,1,14.07815,55.2083,13.374875,373,5122
684,2019-11-15,autumn,1,11,0,4,friday,1,2,16.2246,62.0417,10.250129,320,5125
685,2019-11-16,autumn,1,11,0,5,saturday,0,1,17.3602,52.4583,11.458675,484,5214
686,2019-11-17,autumn,1,11,0,6,sunday,0,1,16.31915,54.5417,12.041843,1313,4316
687,2019-11-18,autumn,1,11,0,0,monday,1,1,16.8873,69.2917,15.250004,922,3747
688,2019-11-19,autumn,1,11,0,1,tuesday,1,2,18.78105,62.3333,15.749489,449,5050
689,2019-11-20,autumn,1,11,0,2,wednesday,1,2,19.03335,68.5,5.542575,534,5100
690,2019-11-21,autumn,1,11,0,3,thursday,1,1,18.2446,61.375,6.917482,615,4531
691,2019-11-22,autumn,1,11,0,4,friday,1,1,17.51855,58.0417,3.5423436,955,1470
692,2019-11-23,autumn,1,11,1,5,saturday,0,1,18.93895,56.875,9.917407,1603,2307
693,2019-11-24,autumn,1,11,1,6,sunday,0,1,12.4371,40.4583,25.250357,532,1745
694,2019-11-25,autumn,1,11,0,0,monday,1,1,12.87915,46.8333,10.0835,309,2115
695,2019-11-26,autumn,1,11,0,1,tuesday,1,1,16.9502,53.5417,3.12555,337,4750
696,2019-11-27,autumn,1,11,0,2,wednesday,1,2,14.0779,78.6667,15.916654,123,3836
697,2019-11-28,autumn,1,11,0,3,thursday,1,1,14.4881,50.625,14.125007,198,5062
698,2019-11-29,autumn,1,11,0,4,friday,1,1,14.9211,55.5652,7.739974,243,5080
699,2019-11-30,autumn,1,11,0,5,saturday,0,1,16.19335,64.9583,3.9175436,362,5306
700,2019-12-01,autumn,1,12,0,6,sunday,0,2,15.8452,80.6667,4.0001814,951,4240
701,2019-12-02,autumn,1,12,0,0,monday,1,2,17.9604,82.3333,8.333393,892,3757
702,2019-12-03,autumn,1,12,0,1,tuesday,1,1,22.7898,76.75,5.5422936,555,5679
703,2019-12-04,autumn,1,12,0,2,wednesday,1,1,23.4527,73.375,11.666643,551,6055
704,2019-12-05,autumn,1,12,0,3,thursday,1,1,21.4006,48.5,21.709407,331,5398
705,2019-12-06,autumn,1,12,0,4,friday,1,1,12.9102,50.875,11.708518,340,5035
706,2019-12-07,autumn,1,12,0,5,saturday,0,2,16.0979,76.4167,8.7502,349,4659
707,2019-12-08,autumn,1,12,0,6,sunday,0,2,19.4754,91.125,6.792393,1153,4429
708,2019-12-09,autumn,1,12,0,0,monday,1,2,19.5073,90.5417,10.584325,441,2787
709,2019-12-10,autumn,1,12,0,1,tuesday,1,2,21.77875,92.5,12.750636,329,4841
710,2019-12-11,autumn,1,12,0,2,wednesday,1,2,16.91815,59.6667,19.834479,282,5219
711,2019-12-12,autumn,1,12,0,3,thursday,1,2,14.8669,53.8333,10.916779,310,5009
712,2019-12-13,autumn,1,12,0,4,friday,1,1,14.7094,48.5833,11.666643,425,5107
713,2019-12-14,autumn,1,12,0,5,saturday,0,1,14.7096,64.2917,8.792343,429,5182
714,2019-12-15,autumn,1,12,0,6,sunday,0,1,16.91915,65.0417,7.12545,767,4280
715,2019-12-16,autumn,1,12,0,0,monday,1,2,18.4969,83.875,6.749714,538,3248
716,2019-12-17,autumn,1,12,0,1,tuesday,1,2,20.075,90.7083,6.5833061,212,4373
717,2019-12-18,autumn,1,12,0,2,wednesday,1,1,20.4854,66.625,14.834068,433,5124
718,2019-12-19,autumn,1,12,0,3,thursday,1,1,17.1081,62.5417,12.334164,333,4934
719,2019-12-20,autumn,1,12,0,4,friday,1,2,16.76085,66.7917,8.875021,314,3814
720,2019-12-21,winter,1,12,0,5,saturday,0,2,15.08835,55.6667,25.083661,221,3402
721,2019-12-22,winter,1,12,0,6,sunday,0,1,11.80565,44.125,12.125325,205,1544
722,2019-12-23,winter,1,12,0,0,monday,1,1,12.97355,51.5417,8.916561,408,1379
723,2019-12-24,winter,1,12,1,1,tuesday,0,2,12.945,79.1304,5.1744368,174,746
724,2019-12-25,winter,1,12,1,2,wednesday,0,2,14.72325,73.4783,11.304642,440,573
725,2019-12-26,winter,1,12,0,3,thursday,1,3,11.01665,82.3333,21.208582,9,432
726,2019-12-27,winter,1,12,0,4,friday,1,2,11.3321,65.2917,23.458911,247,1867
727,2019-12-28,winter,1,12,0,5,saturday,0,2,12.7523,59.0,10.416557,644,2451
728,2019-12-29,winter,1,12,0,6,sunday,0,2,12.12,75.2917,8.333661,159,1182
729,2019-12-30,winter,1,12,0,0,monday,1,1,11.585,48.3333,23.500518,364,1432
730,2019-12-31,winter,1,12,1,1,tuesday,0,2,11.17435,57.75,10.374682,439,2290
